#KMS-12-BM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS-12-BM.H3K27ac_ROSE/KMS-12-BM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS.12.BM.jin.bam
#Using cutoff of 25841.2518 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch
2_MACS_peak_13150_lociStitched	chr18	67703518	67704902	2	1188	1823.9736	11056	0
2_MACS_peak_4029_lociStitched	chr10	135192000	135193497	2	1188	1734.4242	11057	0
1_MACS_peak_27146_lociStitched	chr8	120885927	120887113	1	1187	5015.1196	11058	0
1_MACS_peak_24012_lociStitched	chr6	38669809	38670995	1	1187	4944.9084	11059	0
1_MACS_peak_10419_lociStitched	chr16	50307933	50309119	1	1187	3104.4736	11060	0
1_MACS_peak_2968_lociStitched	chr10	17685463	17686649	1	1187	2574.806	11061	0
1_MACS_peak_170_lociStitched	chr1	8663168	8664354	1	1187	1617.9412	11062	0
2_MACS_peak_22346_lociStitched	chr5	69585642	69586847	2	1187	1706.762	11063	0
2_MACS_peak_4603_lociStitched	chr11	63381253	63382486	2	1187	1808.0712	11064	0
2_MACS_peak_6589_lociStitched	chr12	105367917	105369193	2	1187	2479.0128	11065	0
1_MACS_peak_24414_lociStitched	chr6	98863770	98864955	1	1186	2650.371	11066	0
1_MACS_peak_16051_lociStitched	chr2	97534014	97535199	1	1186	1937.1195	11067	0
1_MACS_peak_14912_lociStitched	chr19	52429971	52431156	1	1186	2357.0835	11068	0
1_MACS_peak_14082_lociStitched	chr19	19475262	19476447	1	1186	1566.57	11069	0
1_MACS_peak_13124_lociStitched	chr18	59996329	59997514	1	1186	2026.7055	11070	0
1_MACS_peak_5633_lociStitched	chr12	6861749	6862934	1	1186	7776.207	11071	0
2_MACS_peak_12526_lociStitched	chr17	76641470	76642673	2	1186	1289.1348	11072	0
2_MACS_peak_6300_lociStitched	chr12	65152611	65153828	2	1186	1685.3016	11073	0
3_MACS_peak_3242_lociStitched	chr10	69523514	69524813	3	1186	1593.6132	11074	0
3_MACS_peak_1029_lociStitched	chr1	51425153	51426512	3	1186	1602.1251	11075	0
1_MACS_peak_28389_lociStitched	chr9	131218335	131219519	1	1185	3160.2144	11076	0
1_MACS_peak_22872_lociStitched	chr5	141228661	141229845	1	1185	1250.5408	11077	0
1_MACS_peak_8366_lociStitched	chr14	93318932	93320116	1	1185	3641.0368	11078	0
1_MACS_peak_975_lociStitched	chr1	45251573	45252757	1	1185	2165.1808	11079	0
1_MACS_peak_765_lociStitched	chr1	35657735	35658919	1	1185	6451.024	11080	0
2_MACS_peak_21858_lociStitched	chr4	153700442	153701705	2	1185	2004.5073	11081	0
2_MACS_peak_22868_lociStitched	chr5	140997864	140999316	2	1185	1796.4144	11082	0
3_MACS_peak_28789_lociStitched	chrX	19873886	19875633	3	1185	1528.625	11083	0
1_MACS_peak_9860_lociStitched	chr16	3174346	3175529	1	1184	3336.06	11084	0
2_MACS_peak_8303_lociStitched	chr14	91719075	91720345	2	1184	1670.939	11085	0
2_MACS_peak_27847_lociStitched	chr9	75141550	75142937	2	1184	1662.8743	11086	0
1_MACS_peak_29349_lociStitched	chrX	119384538	119385720	1	1183	2264.9484	11087	0
1_MACS_peak_24248_lociStitched	chr6	73972331	73973513	1	1183	2313.2922	11088	0
1_MACS_peak_13431_lociStitched	chr19	3499947	3501129	1	1183	7162.4472	11089	0
1_MACS_peak_11690_lociStitched	chr17	37885996	37887178	1	1183	3444.2298	11090	0
1_MACS_peak_1286_lociStitched	chr1	94344040	94345222	1	1183	4976.3382	11091	0
2_MACS_peak_13465_lociStitched	chr19	4181930	4183129	2	1183	2806.3794	11092	0
2_MACS_peak_2866_lociStitched	chr10	5726195	5727441	2	1183	2921.4962	11093	0
2_MACS_peak_20163_lociStitched	chr3	61863752	61865050	2	1183	1291.3802	11094	0
3_MACS_peak_11117_lociStitched	chr17	4900350	4901668	3	1183	1442.2874	11095	0
2_MACS_peak_13372_lociStitched	chr19	2456077	2457468	2	1183	2366.5083	11096	0
3_MACS_peak_28849_lociStitched	chrX	30730844	30732643	3	1183	1316.6881	11097	0
1_MACS_peak_29139_lociStitched	chrX	69653387	69654568	1	1182	2128.5163	11098	0
1_MACS_peak_15873_lociStitched	chr2	74775734	74776915	1	1182	2414.5545	11099	0
1_MACS_peak_1544_lociStitched	chr1	144533156	144534337	1	1182	3360.1812	11100	0
2_MACS_peak_10961_lociStitched	chr16	89830834	89832123	2	1182	1860.1559	11101	0
1_MACS_peak_24710_lociStitched	chr6	138325745	138326925	1	1181	1805.754	11102	0
1_MACS_peak_17784_lociStitched	chr20	44717667	44718847	1	1181	5614.558	11103	0
1_MACS_peak_15192_lociStitched	chr2	9770072	9771252	1	1181	4117.61	11104	0
1_MACS_peak_6477_lociStitched	chr12	96252607	96253787	1	1181	5070.224	11105	0
1_MACS_peak_4622_lociStitched	chr11	63753243	63754423	1	1181	4390.78	11106	0
2_MACS_peak_6820_lociStitched	chr12	120875323	120876569	2	1181	3015.8184	11107	0
2_MACS_peak_10128_lociStitched	chr16	21565665	21566945	2	1181	1880.192	11108	0
2_MACS_peak_195_lociStitched	chr1	9575530	9576855	2	1181	1708.455	11109	0
1_MACS_peak_25802_lociStitched	chr7	99949513	99950692	1	1180	1831.6944	11110	0
1_MACS_peak_22342_lociStitched	chr5	69005874	69007053	1	1180	1862.1126	11111	0
1_MACS_peak_20753_lociStitched	chr3	160938597	160939776	1	1180	3564.5886	11112	0
1_MACS_peak_10131_lociStitched	chr16	21831098	21832277	1	1180	3295.7766	11113	0
1_MACS_peak_5988_lociStitched	chr12	48152396	48153575	1	1180	1792.7874	11114	0
1_MACS_peak_645_lociStitched	chr1	28562136	28563315	1	1180	2118.5451	11115	0
1_MACS_peak_504_lociStitched	chr1	24117084	24118263	1	1180	2903.1696	11116	0
2_MACS_peak_22364_lociStitched	chr5	71603552	71604764	2	1180	2552.1084	11117	0
2_MACS_peak_14_lociStitched	chr1	1003556	1004734	2	1179	2114.3922	11118	0
2_MACS_peak_26746_lociStitched	chr8	48172830	48174173	2	1179	2364.7544	11119	0
1_MACS_peak_15848_lociStitched	chr2	74347064	74348241	1	1178	3908.817	11120	0
1_MACS_peak_14576_lociStitched	chr19	42462717	42463894	1	1178	2239.3602	11121	0
1_MACS_peak_1490_lociStitched	chr1	118301088	118302265	1	1178	1941.1084	11122	0
2_MACS_peak_10715_lociStitched	chr16	71886346	71887569	2	1178	1528.6277	11123	0
2_MACS_peak_24385_lociStitched	chr6	91134429	91135708	2	1178	1959.0443	11124	0
2_MACS_peak_9715_lociStitched	chr16	446370	447667	2	1178	2269.2312	11125	0
1_MACS_peak_28338_lociStitched	chr9	130477216	130478392	1	1177	2238.8688	11126	0
1_MACS_peak_27089_lociStitched	chr8	103842240	103843416	1	1177	1850.3184	11127	0
1_MACS_peak_26255_lociStitched	chr7	141685299	141686475	1	1177	2646.2352	11128	0
1_MACS_peak_24101_lociStitched	chr6	43149291	43150467	1	1177	3532.2336	11129	0
1_MACS_peak_11685_lociStitched	chr17	37843919	37845095	1	1177	2854.6224	11130	0
2_MACS_peak_20526_lociStitched	chr3	129277374	129278609	2	1177	1404.442	11131	0
2_MACS_peak_934_lociStitched	chr1	43400446	43401703	2	1177	1439.3907	11132	0
1_MACS_peak_27359_lociStitched	chr8	145060016	145061191	1	1176	1746.99	11133	0
1_MACS_peak_8960_lociStitched	chr15	45314777	45315952	1	1176	2007.2525	11134	0
1_MACS_peak_6201_lociStitched	chr12	56842416	56843591	1	1176	3616.885	11135	0
1_MACS_peak_1052_lociStitched	chr1	52498362	52499537	1	1176	3612.655	11136	0
1_MACS_peak_24120_lociStitched	chr6	43681648	43682822	1	1175	2353.0482	11137	0
1_MACS_peak_23647_lociStitched	chr6	27356182	27357356	1	1175	3778.8712	11138	0
2_MACS_peak_12179_lociStitched	chr17	60500685	60501903	2	1175	2885.8074	11139	0
1_MACS_peak_21586_lociStitched	chr4	88343107	88344280	1	1174	2415.0897	11140	0
1_MACS_peak_18121_lociStitched	chr20	62434936	62436109	1	1174	1928.0601	11141	0
2_MACS_peak_9600_lociStitched	chr15	90544459	90545633	2	1174	1689.2686	11142	0
2_MACS_peak_6340_lociStitched	chr12	69283619	69284805	2	1174	1578.0916	11143	0
2_MACS_peak_11199_lociStitched	chr17	7787962	7789326	2	1174	2404.05	11144	0
2_MACS_peak_7360_lociStitched	chr13	50069322	50070797	2	1174	2096.7125	11145	0
1_MACS_peak_28182_lociStitched	chr9	115818262	115819434	1	1173	2657.0412	11146	0
1_MACS_peak_27729_lociStitched	chr9	44245007	44246179	1	1173	2457.5668	11147	0
1_MACS_peak_26787_lociStitched	chr8	59222492	59223664	1	1173	2174.9976	11148	0
1_MACS_peak_9011_lociStitched	chr15	52121684	52122856	1	1173	3208.1156	11149	0
1_MACS_peak_1633_lociStitched	chr1	149982022	149983194	1	1173	2753.614	11150	0
2_MACS_peak_28686_lociStitched	chrX	1510655	1511875	2	1173	3544.344	11151	0
3_MACS_peak_12136_lociStitched	chr17	57439228	57440469	3	1173	1058.3248	11152	0
2_MACS_peak_17338_lociStitched	chr20	9596267	9597590	2	1173	2200.2813	11153	0
2_MACS_peak_29323_lociStitched	chrX	118629671	118631100	2	1173	1595.9072	11154	0
1_MACS_peak_25515_lociStitched	chr7	64498639	64499810	1	1172	3872.497	11155	0
1_MACS_peak_22475_lociStitched	chr5	86707618	86708789	1	1172	2796.9335	11156	0
1_MACS_peak_8042_lociStitched	chr14	69657705	69658876	1	1172	2431.2302	11157	0
2_MACS_peak_19825_lociStitched	chr3	44551525	44552800	2	1172	2372.6475	11158	0
2_MACS_peak_20935_lociStitched	chr3	191018052	191019641	2	1172	2011.674	11159	0
1_MACS_peak_20672_lociStitched	chr3	148846982	148848152	1	1171	2658.123	11160	0
1_MACS_peak_4290_lociStitched	chr11	18405277	18406447	1	1171	2107.989	11161	0
2_MACS_peak_11502_lociStitched	chr17	27949241	27950416	2	1171	1648.055	11162	0
2_MACS_peak_9968_lociStitched	chr16	10962141	10963352	2	1171	1556.7405	11163	0
2_MACS_peak_23211_lociStitched	chr5	177630872	177632147	2	1171	3431.4075	11164	0
2_MACS_peak_4209_lociStitched	chr11	8008235	8009580	2	1171	2575.5405	11165	0
1_MACS_peak_16586_lociStitched	chr2	177133973	177135142	1	1170	3663.1784	11166	0
1_MACS_peak_10669_lociStitched	chr16	69795794	69796963	1	1170	2143.5953	11167	0
1_MACS_peak_9286_lociStitched	chr15	72978024	72979193	1	1170	2215.3719	11168	0
1_MACS_peak_8876_lociStitched	chr15	41835913	41837082	1	1170	1837.668	11169	0
2_MACS_peak_29518_lociStitched	chrX	152126689	152128041	2	1170	1714.7416	11170	0
1_MACS_peak_20383_lociStitched	chr3	120314642	120315810	1	1169	4672.7008	11171	0
1_MACS_peak_20255_lociStitched	chr3	83266554	83267722	1	1169	1989.688	11172	0
1_MACS_peak_10855_lociStitched	chr16	86588227	86589395	1	1169	3213.8688	11173	0
3_MACS_peak_22858_lociStitched	chr5	140079464	140080788	3	1169	1468.0512	11174	0
2_MACS_peak_14165_lociStitched	chr19	23940981	23942340	2	1169	2578.1589	11175	0
3_MACS_peak_17063_lociStitched	chr2	238364012	238365955	3	1169	1548.3767	11176	0
1_MACS_peak_29347_lociStitched	chrX	119076733	119077900	1	1168	3419.4267	11177	0
1_MACS_peak_15088_lociStitched	chr19	58873091	58874258	1	1168	5534.2641	11178	0
1_MACS_peak_14007_lociStitched	chr19	17621965	17623132	1	1168	3819.8244	11179	0
1_MACS_peak_11116_lociStitched	chr17	4890291	4891458	1	1168	2246.2416	11180	0
1_MACS_peak_7949_lociStitched	chr14	61189797	61190964	1	1168	1291.4022	11181	0
1_MACS_peak_6604_lociStitched	chr12	106751500	106752667	1	1168	3378.5817	11182	0
1_MACS_peak_5622_lociStitched	chr12	6676866	6678033	1	1168	3912.7176	11183	0
1_MACS_peak_589_lociStitched	chr1	26758183	26759350	1	1168	2244.9579	11184	0
1_MACS_peak_218_lociStitched	chr1	10092900	10094067	1	1168	6605.5701	11185	0
2_MACS_peak_19449_lociStitched	chr22	51221463	51222771	2	1168	1339.7844	11186	0
2_MACS_peak_26632_lociStitched	chr8	29119862	29121213	2	1168	1365.0504	11187	0
1_MACS_peak_24964_lociStitched	chr6	164092075	164093241	1	1167	1700.2612	11188	0
1_MACS_peak_18367_lociStitched	chr21	44203733	44204899	1	1167	2906.3716	11189	0
1_MACS_peak_18221_lociStitched	chr21	32931439	32932605	1	1167	2324.0712	11190	0
1_MACS_peak_8007_lociStitched	chr14	65453517	65454683	1	1167	2529.8702	11191	0
1_MACS_peak_7446_lociStitched	chr13	91992113	91993279	1	1167	1333.904	11192	0
2_MACS_peak_2864_lociStitched	chr10	5707764	5708938	2	1167	1538.6444	11193	0
2_MACS_peak_14025_lociStitched	chr19	18197331	18198517	2	1167	2084.8694	11194	0
2_MACS_peak_8349_lociStitched	chr14	93081253	93082552	2	1167	1705.9767	11195	0
2_MACS_peak_19255_lociStitched	chr22	45636234	45637751	2	1167	1737.8752	11196	0
2_MACS_peak_24946_lociStitched	chr6	160229480	160231028	2	1167	1779.426	11197	0
1_MACS_peak_22058_lociStitched	chr5	1725034	1726199	1	1166	2267.09	11198	0
1_MACS_peak_8169_lociStitched	chr14	75725282	75726447	1	1166	2025.935	11199	0
2_MACS_peak_7900_lociStitched	chr14	55738051	55739240	2	1166	4919.9631	11200	0
2_MACS_peak_8814_lociStitched	chr15	40674658	40675924	2	1166	2757.2214	11201	0
2_MACS_peak_28414_lociStitched	chr9	131798095	131799432	2	1166	2413.6861	11202	0
1_MACS_peak_19220_lociStitched	chr22	42977306	42978470	1	1165	3612.7068	11203	0
1_MACS_peak_13569_lociStitched	chr19	7098796	7099960	1	1165	3359.304	11204	0
2_MACS_peak_2691_lociStitched	chr1	231346787	231347993	2	1165	2663.6922	11205	0
2_MACS_peak_22852_lociStitched	chr5	140026708	140027943	2	1165	1725.789	11206	0
2_MACS_peak_14959_lociStitched	chr19	54023621	54024869	2	1165	1751.6928	11207	0
2_MACS_peak_20304_lociStitched	chr3	101439872	101441239	2	1165	1371.3744	11208	0
2_MACS_peak_3456_lociStitched	chr10	89101586	89103088	2	1165	1770.4074	11209	0
1_MACS_peak_24744_lociStitched	chr6	142622546	142623709	1	1164	1648.9014	11210	0
1_MACS_peak_22987_lociStitched	chr5	154316958	154318121	1	1164	1630.7586	11211	0
1_MACS_peak_1228_lociStitched	chr1	87800407	87801570	1	1164	2165.0408	11212	0
1_MACS_peak_1153_lociStitched	chr1	67518983	67520146	1	1164	2425.5528	11213	0
2_MACS_peak_22067_lociStitched	chr5	4614916	4616106	2	1164	2352.154	11214	0
2_MACS_peak_28818_lociStitched	chrX	23798750	23799991	2	1164	1384.2114	11215	0
2_MACS_peak_26676_lociStitched	chr8	37739074	37740326	2	1164	1986.5484	11216	0
2_MACS_peak_20981_lociStitched	chr3	193982674	193983942	2	1164	1514.8796	11217	0
1_MACS_peak_27885_lociStitched	chr9	86570940	86572102	1	1163	1585.7814	11218	0
1_MACS_peak_26187_lociStitched	chr7	136848610	136849772	1	1163	3658.557	11219	0
1_MACS_peak_18875_lociStitched	chr22	34315276	34316438	1	1163	3021.8972	11220	0
1_MACS_peak_17697_lociStitched	chr20	39945184	39946346	1	1163	3525.1594	11221	0
1_MACS_peak_17461_lociStitched	chr20	25676572	25677734	1	1163	4512.5108	11222	0
1_MACS_peak_8215_lociStitched	chr14	78266092	78267254	1	1163	3434.0586	11223	0
2_MACS_peak_8136_lociStitched	chr14	74769059	74770320	2	1163	2908.3704	11224	0
2_MACS_peak_28383_lociStitched	chr9	131102163	131103553	2	1163	2035.099	11225	0
2_MACS_peak_2200_lociStitched	chr1	192577683	192579210	2	1163	1942.4967	11226	0
1_MACS_peak_22977_lociStitched	chr5	153417815	153418976	1	1162	2238.9885	11227	0
1_MACS_peak_7297_lociStitched	chr13	42534609	42535770	1	1162	2283.4548	11228	0
1_MACS_peak_1095_lociStitched	chr1	55680589	55681750	1	1162	2668.5585	11229	0
2_MACS_peak_4213_lociStitched	chr11	8615248	8616489	2	1162	1751.7956	11230	0
2_MACS_peak_25935_lociStitched	chr7	105516501	105517749	2	1162	1850.5344	11231	0
2_MACS_peak_2426_lociStitched	chr1	208041658	208042928	2	1162	1681.099	11232	0
2_MACS_peak_22866_lociStitched	chr5	140984977	140986303	2	1162	1496.5236	11233	0
2_MACS_peak_6312_lociStitched	chr12	66696145	66697524	2	1162	2668.6408	11234	0
2_MACS_peak_11127_lociStitched	chr17	5275568	5277171	2	1162	1612.618	11235	0
3_MACS_peak_28859_lociStitched	chrX	39054734	39056392	3	1162	1523.702	11236	0
1_MACS_peak_22922_lociStitched	chr5	149185011	149186171	1	1161	1714.48	11237	0
1_MACS_peak_18832_lociStitched	chr22	30987120	30988280	1	1161	3316.324	11238	0
1_MACS_peak_14710_lociStitched	chr19	46233495	46234655	1	1161	2815.552	11239	0
1_MACS_peak_329_lociStitched	chr1	16023098	16024258	1	1161	1842.892	11240	0
2_MACS_peak_25356_lociStitched	chr7	44627920	44629187	2	1161	2013.3897	11241	0
3_MACS_peak_9458_lociStitched	chr15	80309650	80311170	3	1161	1429.56	11242	0
1_MACS_peak_13692_lociStitched	chr19	10654203	10655362	1	1160	1906.4391	11243	0
1_MACS_peak_9146_lociStitched	chr15	64647592	64648751	1	1160	1838.0581	11244	0
1_MACS_peak_3353_lociStitched	chr10	75489505	75490664	1	1160	3672.9869	11245	0
2_MACS_peak_15804_lociStitched	chr2	70484389	70485572	2	1160	1294.4386	11246	0
2_MACS_peak_9856_lociStitched	chr16	3108672	3109869	2	1160	2352.3444	11247	0
2_MACS_peak_15809_lociStitched	chr2	71221257	71222532	2	1160	2074.8075	11248	0
2_MACS_peak_22338_lociStitched	chr5	68788696	68789982	2	1160	1463.2108	11249	0
1_MACS_peak_28468_lociStitched	chr9	133699620	133700778	1	1159	1442.289	11250	0
1_MACS_peak_27366_lociStitched	chr8	145137461	145138619	1	1159	1758.3072	11251	0
1_MACS_peak_7746_lociStitched	chr14	35025400	35026558	1	1159	6713.8524	11252	0
1_MACS_peak_1207_lociStitched	chr1	84944534	84945692	1	1159	2591.8356	11253	0
2_MACS_peak_22090_lociStitched	chr5	6868814	6870010	2	1159	1695.6888	11254	0
2_MACS_peak_14294_lociStitched	chr19	34841994	34843190	2	1159	1455.532	11255	0
2_MACS_peak_14715_lociStitched	chr19	46312792	46314108	2	1159	1631.4452	11256	0
2_MACS_peak_895_lociStitched	chr1	42127095	42128476	2	1159	1787.2902	11257	0
2_MACS_peak_12492_lociStitched	chr17	76016117	76017576	2	1159	1414.2087	11258	0
2_MACS_peak_5886_lociStitched	chr12	31252881	31254358	2	1159	1916.4075	11259	0
1_MACS_peak_28645_lociStitched	chr9	140045870	140047027	1	1158	1566.4623	11260	0
1_MACS_peak_19490_lociStitched	chr3	5163811	5164968	1	1158	6409.5486	11261	0
1_MACS_peak_17539_lociStitched	chr20	32450455	32451612	1	1158	2520.0617	11262	0
1_MACS_peak_17536_lociStitched	chr20	32370980	32372137	1	1158	1621.8826	11263	0
1_MACS_peak_14399_lociStitched	chr19	37959636	37960793	1	1158	2086.4181	11264	0
2_MACS_peak_11969_lociStitched	chr17	45898335	45899492	2	1158	2394.0644	11265	0
1_MACS_peak_3616_lociStitched	chr10	102098630	102099787	1	1158	1870.1748	11266	0
1_MACS_peak_1831_lociStitched	chr1	155880497	155881654	1	1158	2060.1542	11267	0
2_MACS_peak_10234_lociStitched	chr16	28995830	28997022	2	1158	1640.3112	11268	0
2_MACS_peak_1093_lociStitched	chr1	55352226	55353507	2	1158	1709.7507	11269	0
1_MACS_peak_13667_lociStitched	chr19	10341192	10342348	1	1157	1979.3032	11270	0
2_MACS_peak_26574_lociStitched	chr8	23314556	23315745	2	1157	2090.0242	11271	0
2_MACS_peak_6582_lociStitched	chr12	105031334	105032577	2	1157	1591.04	11272	0
2_MACS_peak_26422_lociStitched	chr7	158648480	158649729	2	1157	2289.1672	11273	0
2_MACS_peak_11635_lociStitched	chr17	36208181	36209525	2	1157	1528.9344	11274	0
2_MACS_peak_507_lociStitched	chr1	24194299	24195670	2	1157	1299.2967	11275	0
1_MACS_peak_29226_lociStitched	chrX	100603252	100604407	1	1156	1851.465	11276	0
1_MACS_peak_24743_lociStitched	chr6	142467780	142468935	1	1156	1822.59	11277	0
1_MACS_peak_18116_lociStitched	chr20	62403927	62405082	1	1156	1655.6925	11278	0
1_MACS_peak_9245_lociStitched	chr15	68591104	68592259	1	1156	1880.4555	11279	0
1_MACS_peak_9054_lociStitched	chr15	57179022	57180177	1	1156	3245.55	11280	0
3_MACS_peak_10879_lociStitched	chr16	87959852	87961086	3	1156	1223.0174	11281	0
1_MACS_peak_8898_lociStitched	chr15	42499923	42501077	1	1155	4132.5894	11282	0
1_MACS_peak_4735_lociStitched	chr11	65600698	65601852	1	1155	3008.2472	11283	0
2_MACS_peak_27173_lociStitched	chr8	125211760	125212932	2	1155	1377.1	11284	0
1_MACS_peak_14119_lociStitched	chr19	20843250	20844403	1	1154	2230.8244	11285	0
1_MACS_peak_6369_lociStitched	chr12	74931155	74932308	1	1154	3445.5099	11286	0
1_MACS_peak_1967_lociStitched	chr1	161581604	161582757	1	1154	3173.9784	11287	0
2_MACS_peak_26522_lociStitched	chr8	21867304	21868479	2	1154	2065.18	11288	0
2_MACS_peak_13473_lociStitched	chr19	4342231	4343563	2	1154	2549.3148	11289	0
2_MACS_peak_9057_lociStitched	chr15	58561365	58562741	2	1154	1392.9248	11290	0
2_MACS_peak_12619_lociStitched	chr17	80022791	80024216	2	1154	1789.0875	11291	0
2_MACS_peak_18688_lociStitched	chr22	23521895	23523459	2	1154	1562.9052	11292	0
1_MACS_peak_28390_lociStitched	chr9	131266560	131267712	1	1153	4261.824	11293	0
1_MACS_peak_25721_lociStitched	chr7	92861089	92862241	1	1153	2147.0976	11294	0
1_MACS_peak_24322_lociStitched	chr6	88182223	88183375	1	1153	4224.384	11295	0
1_MACS_peak_16200_lociStitched	chr2	112812657	112813809	1	1153	2985.2928	11296	0
1_MACS_peak_15061_lociStitched	chr19	58070151	58071303	1	1153	3249.3312	11297	0
1_MACS_peak_11556_lociStitched	chr17	30771421	30772573	1	1153	6130.368	11298	0
1_MACS_peak_8980_lociStitched	chr15	49102236	49103388	1	1153	6795.4176	11299	0
1_MACS_peak_7352_lociStitched	chr13	49106426	49107578	1	1153	2780.5824	11300	0
2_MACS_peak_8424_lociStitched	chr14	98163700	98164884	2	1153	1424.2336	11301	0
2_MACS_peak_15956_lociStitched	chr2	86465016	86466230	2	1153	1525.391	11302	0
2_MACS_peak_25063_lociStitched	chr7	5937797	5939012	2	1153	1776.9375	11303	0
2_MACS_peak_25852_lociStitched	chr7	101496758	101498012	2	1153	1994.9886	11304	0
2_MACS_peak_23085_lociStitched	chr5	172264222	172265495	2	1153	1648.4077	11305	0
1_MACS_peak_19114_lociStitched	chr22	39695257	39696408	1	1152	2346.3135	11306	0
3_MACS_peak_17418_lociStitched	chr20	20692859	20694032	3	1152	2337.789	11307	0
2_MACS_peak_7263_lociStitched	chr13	41363095	41364403	2	1152	1463.652	11308	0
2_MACS_peak_28579_lociStitched	chr9	139245957	139247270	2	1152	1643.0882	11309	0
2_MACS_peak_28779_lociStitched	chrX	16900091	16901430	2	1152	1739.8966	11310	0
2_MACS_peak_5606_lociStitched	chr12	6460813	6462393	2	1152	2017.028	11311	0
1_MACS_peak_29387_lociStitched	chrX	129039525	129040675	1	1151	2067.24	11312	0
1_MACS_peak_19939_lociStitched	chr3	48753597	48754747	1	1151	3793.275	11313	0
2_MACS_peak_10830_lociStitched	chr16	85044590	85045748	2	1151	2292.7242	11314	0
2_MACS_peak_7312_lociStitched	chr13	44832928	44834094	2	1151	1381.71	11315	0
3_MACS_peak_28929_lociStitched	chrX	46771718	46773013	3	1151	1298.885	11316	0
1_MACS_peak_26879_lociStitched	chr8	74887918	74889067	1	1150	2449.7829	11317	0
1_MACS_peak_25087_lociStitched	chr7	6768899	6770048	1	1150	2264.7939	11318	0
1_MACS_peak_17409_lociStitched	chr20	20032060	20033209	1	1150	3997.1412	11319	0
1_MACS_peak_11614_lociStitched	chr17	34947698	34948847	1	1150	1670.0715	11320	0
1_MACS_peak_10026_lociStitched	chr16	12121052	12122201	1	1150	1618.0218	11321	0
1_MACS_peak_256_lociStitched	chr1	12040221	12041370	1	1150	6461.2866	11322	0
2_MACS_peak_26047_lociStitched	chr7	123614273	123615427	2	1150	1672.146	11323	0
2_MACS_peak_2017_lociStitched	chr1	167416739	167417923	2	1150	2371.1968	11324	0
2_MACS_peak_16505_lociStitched	chr2	165697417	165698653	2	1150	1228.3368	11325	0
2_MACS_peak_11274_lociStitched	chr17	15720544	15721880	2	1150	1602.7992	11326	0
2_MACS_peak_10514_lociStitched	chr16	58096618	58097973	2	1150	1399.5795	11327	0
2_MACS_peak_21552_lociStitched	chr4	83955456	83956861	2	1150	1893.7995	11328	0
1_MACS_peak_27884_lociStitched	chr9	86535353	86536501	1	1149	2147.7932	11329	0
1_MACS_peak_24605_lociStitched	chr6	119255593	119256741	1	1149	4628.5064	11330	0
1_MACS_peak_18199_lociStitched	chr21	30256787	30257935	1	1149	3627.4504	11331	0
1_MACS_peak_15410_lociStitched	chr2	32264231	32265379	1	1149	2200.0272	11332	0
1_MACS_peak_2351_lociStitched	chr1	205270095	205271243	1	1149	2046.7692	11333	0
1_MACS_peak_2214_lociStitched	chr1	196755149	196756297	1	1149	3295.6784	11334	0
1_MACS_peak_1675_lociStitched	chr1	151019875	151021023	1	1149	1888.5748	11335	0
1_MACS_peak_948_lociStitched	chr1	43854883	43856031	1	1149	2152.5	11336	0
1_MACS_peak_920_lociStitched	chr1	43123542	43124690	1	1149	2205.0784	11337	0
2_MACS_peak_16624_lociStitched	chr2	182450465	182451648	2	1149	1259.1852	11338	0
2_MACS_peak_6479_lociStitched	chr12	96428734	96429925	2	1149	1988.2554	11339	0
1_MACS_peak_20274_lociStitched	chr3	97629050	97630197	1	1148	4408.4945	11340	0
1_MACS_peak_15888_lociStitched	chr2	81708197	81709344	1	1148	2824.9463	11341	0
1_MACS_peak_6347_lociStitched	chr12	69979011	69980158	1	1148	8308.4092	11342	0
2_MACS_peak_20138_lociStitched	chr3	58418967	58420130	2	1148	4976.0118	11343	0
1_MACS_peak_15156_lociStitched	chr2	3698875	3700021	1	1147	2030.0244	11344	0
1_MACS_peak_13126_lociStitched	chr18	60707312	60708458	1	1147	1604.7438	11345	0
1_MACS_peak_6984_lociStitched	chr12	127407180	127408326	1	1147	2139.9258	11346	0
1_MACS_peak_4716_lociStitched	chr11	65325439	65326585	1	1147	2458.743	11347	0
2_MACS_peak_10422_lociStitched	chr16	50718131	50719294	2	1147	1488.1748	11348	0
1_MACS_peak_26089_lociStitched	chr7	128509020	128510165	1	1146	2041.077	11349	0
1_MACS_peak_17757_lociStitched	chr20	43538596	43539741	1	1146	1935.6225	11350	0
1_MACS_peak_11030_lociStitched	chr17	1933294	1934439	1	1146	2921.4675	11351	0
1_MACS_peak_9778_lociStitched	chr16	1979238	1980383	1	1146	1991.842	11352	0
1_MACS_peak_8536_lociStitched	chr14	105143480	105144625	1	1146	4064.1775	11353	0
1_MACS_peak_4157_lociStitched	chr11	3829233	3830378	1	1146	2422.7055	11354	0
1_MACS_peak_2553_lociStitched	chr1	225632644	225633789	1	1146	2554.8385	11355	0
1_MACS_peak_1415_lociStitched	chr1	113217281	113218426	1	1146	1379.954	11356	0
